date,account_id,region,product,metric,value
2024-02-22,a_288975,north-1,Storage,DiskReadOps,19
2024-02-22,a_971809,north-1,Storage,DiskWriteOps,727
2024-02-22,a_971809,north-1,Storage,DiskReadOps,45
2024-02-22,a_896496,north-1,Storage,DiskWriteOps,256
2024-02-22,a_896496,north-1,Storage,DiskReadOps,126
2024-02-22,a_704515,north-1,Storage,DiskWriteOps,29
2024-02-22,a_704515,north-1,Storage,DiskReadOps,719
2024-02-22,a_137712,north-1,Storage,DiskWriteOps,453
2024-02-22,a_137712,north-1,Storage,DiskReadOps,313
2024-02-22,a_993046,north-1,Compute,InstanceHours,625
2024-02-22,a_993046,north-1,Compute,CPUUtilization,771
2024-02-22,a_371977,north-1,Compute,InstanceHours,375
2024-02-22,a_371977,north-1,Compute,CPUUtilization,674
2024-02-22,a_629278,north-1,Compute,InstanceHours,306
2024-02-22,a_629278,north-1,Compute,CPUUtilization,81
2024-02-22,a_817245,north-1,Compute,InstanceHours,544
2024-02-22,a_817245,north-1,Compute,CPUUtilization,759
2024-02-22,a_329536,north-1,Compute,InstanceHours,745
2024-02-22,a_329536,north-1,Compute,CPUUtilization,406
2024-02-22,a_288975,north-1,Compute,InstanceHours,719
2024-02-22,a_288975,north-1,Compute,CPUUtilization,439
2024-02-22,a_971809,north-1,Compute,InstanceHours,607
2024-02-22,a_971809,north-1,Compute,CPUUtilization,123
2024-02-22,a_896496,north-1,Compute,InstanceHours,491
2024-02-22,a_896496,north-1,Compute,CPUUtilization,696
2024-02-22,a_704515,north-1,Compute,InstanceHours,502
2024-02-22,a_704515,north-1,Compute,CPUUtilization,519
2024-02-22,a_137712,north-1,Compute,InstanceHours,259
2024-02-22,a_137712,north-1,Compute,CPUUtilization,145
2024-02-22,a_993046,east-2,Storage,DiskWriteOps,95
2024-02-22,a_993046,east-2,Storage,DiskReadOps,705
2024-02-22,a_371977,east-2,Storage,DiskWriteOps,471
2024-02-22,a_371977,east-2,Storage,DiskReadOps,415
2024-02-22,a_629278,east-2,Storage,DiskWriteOps,112
2024-02-22,a_629278,east-2,Storage,DiskReadOps,716
2024-02-22,a_817245,east-2,Storage,DiskWriteOps,324
2024-02-22,a_817245,east-2,Storage,DiskReadOps,157
2024-02-22,a_329536,east-2,Storage,DiskWriteOps,720
2024-02-22,a_329536,east-2,Storage,DiskReadOps,134
2024-02-22,a_288975,east-2,Storage,DiskWriteOps,708
2024-02-22,a_288975,east-2,Storage,DiskReadOps,305
2024-02-22,a_971809,east-2,Storage,DiskWriteOps,493
2024-02-22,a_971809,east-2,Storage,DiskReadOps,240
2024-02-22,a_896496,east-2,Storage,DiskWriteOps,241
2024-02-22,a_896496,east-2,Storage,DiskReadOps,461
2024-02-22,a_704515,east-2,Storage,DiskWriteOps,559
2024-02-22,a_704515,east-2,Storage,DiskReadOps,501
2024-02-22,a_137712,east-2,Storage,DiskWriteOps,740
2024-02-22,a_137712,east-2,Storage,DiskReadOps,438
2024-02-22,a_993046,east-2,Compute,InstanceHours,3
2024-02-22,a_993046,east-2,Compute,CPUUtilization,671
2024-02-22,a_371977,east-2,Compute,InstanceHours,345
2024-02-22,a_371977,east-2,Compute,CPUUtilization,781
2024-02-22,a_629278,east-2,Compute,InstanceHours,175
2024-02-22,a_629278,east-2,Compute,CPUUtilization,696
2024-02-22,a_817245,east-2,Compute,InstanceHours,333
2024-02-22,a_817245,east-2,Compute,CPUUtilization,627
2024-02-22,a_329536,east-2,Compute,InstanceHours,408
2024-02-22,a_329536,east-2,Compute,CPUUtilization,415
2024-02-22,a_288975,east-2,Compute,InstanceHours,697
2024-02-22,a_288975,east-2,Compute,CPUUtilization,104
2024-02-22,a_971809,east-2,Compute,InstanceHours,340
2024-02-22,a_971809,east-2,Compute,CPUUtilization,552
2024-02-22,a_896496,east-2,Compute,InstanceHours,314
2024-02-22,a_896496,east-2,Compute,CPUUtilization,402
2024-02-22,a_704515,east-2,Compute,InstanceHours,575
2024-02-22,a_704515,east-2,Compute,CPUUtilization,310
2024-02-22,a_137712,east-2,Compute,InstanceHours,546
2024-02-22,a_137712,east-2,Compute,CPUUtilization,556
2024-02-22,a_993046,west-1,Storage,DiskWriteOps,440
2024-02-22,a_993046,west-1,Storage,DiskReadOps,767
2024-02-22,a_371977,west-1,Storage,DiskWriteOps,511
2024-02-22,a_371977,west-1,Storage,DiskReadOps,289
2024-02-22,a_629278,west-1,Storage,DiskWriteOps,380
2024-02-22,a_629278,west-1,Storage,DiskReadOps,238
2024-02-22,a_817245,west-1,Storage,DiskWriteOps,760
2024-02-22,a_817245,west-1,Storage,DiskReadOps,242
2024-02-22,a_329536,west-1,Storage,DiskWriteOps,362
2024-02-22,a_329536,west-1,Storage,DiskReadOps,185
2024-02-22,a_288975,west-1,Storage,DiskWriteOps,375
2024-02-22,a_288975,west-1,Storage,DiskReadOps,393
2024-02-22,a_971809,west-1,Storage,DiskWriteOps,798
2024-02-22,a_971809,west-1,Storage,DiskReadOps,603
2024-02-22,a_896496,west-1,Storage,DiskWriteOps,99
2024-02-22,a_896496,west-1,Storage,DiskReadOps,439
2024-02-22,a_704515,west-1,Storage,DiskWriteOps,79
2024-02-22,a_704515,west-1,Storage,DiskReadOps,258
2024-02-22,a_137712,west-1,Storage,DiskWriteOps,179
2024-02-22,a_137712,west-1,Storage,DiskReadOps,278
2024-02-22,a_993046,west-1,Compute,InstanceHours,741
2024-02-22,a_993046,west-1,Compute,CPUUtilization,180
2024-02-22,a_371977,west-1,Compute,InstanceHours,258
2024-02-22,a_371977,west-1,Compute,CPUUtilization,283
2024-02-22,a_629278,west-1,Compute,InstanceHours,466
2024-02-22,a_629278,west-1,Compute,CPUUtilization,3
2024-02-22,a_817245,west-1,Compute,InstanceHours,80
2024-02-22,a_817245,west-1,Compute,CPUUtilization,521
2024-02-22,a_329536,west-1,Compute,InstanceHours,379
2024-02-22,a_329536,west-1,Compute,CPUUtilization,256
2024-02-22,a_288975,west-1,Compute,InstanceHours,136
2024-02-22,a_288975,west-1,Compute,CPUUtilization,712
2024-02-22,a_971809,west-1,Compute,InstanceHours,658
2024-02-22,a_971809,west-1,Compute,CPUUtilization,320
2024-02-22,a_896496,west-1,Compute,InstanceHours,664
2024-02-22,a_896496,west-1,Compute,CPUUtilization,261
2024-02-22,a_704515,west-1,Compute,InstanceHours,554
2024-02-22,a_704515,west-1,Compute,CPUUtilization,187
2024-02-22,a_137712,west-1,Compute,InstanceHours,680
2024-02-22,a_137712,west-1,Compute,CPUUtilization,545
2024-02-22,a_993046,central-3,Storage,DiskWriteOps,210
2024-02-22,a_993046,central-3,Storage,DiskReadOps,142
2024-02-22,a_371977,central-3,Storage,DiskWriteOps,177
2024-02-22,a_371977,central-3,Storage,DiskReadOps,497
2024-02-22,a_629278,central-3,Storage,DiskWriteOps,636
2024-02-22,a_629278,central-3,Storage,DiskReadOps,568
2024-02-22,a_817245,central-3,Storage,DiskWriteOps,460
2024-02-22,a_817245,central-3,Storage,DiskReadOps,757
2024-02-22,a_329536,central-3,Storage,DiskWriteOps,453
2024-02-22,a_329536,central-3,Storage,DiskReadOps,168
2024-02-22,a_288975,central-3,Storage,DiskWriteOps,209
2024-02-22,a_288975,central-3,Storage,DiskReadOps,380
2024-02-22,a_971809,central-3,Storage,DiskWriteOps,331
2024-02-22,a_971809,central-3,Storage,DiskReadOps,255
2024-02-22,a_896496,central-3,Storage,DiskWriteOps,433
2024-02-22,a_896496,central-3,Storage,DiskReadOps,536
2024-02-22,a_704515,central-3,Storage,DiskWriteOps,42
2024-02-22,a_704515,central-3,Storage,DiskReadOps,657
2024-02-22,a_137712,central-3,Storage,DiskWriteOps,629
2024-02-22,a_137712,central-3,Storage,DiskReadOps,459
2024-02-22,a_993046,central-3,Compute,InstanceHours,260
2024-02-22,a_993046,central-3,Compute,CPUUtilization,555
2024-02-22,a_371977,central-3,Compute,InstanceHours,787
2024-02-22,a_371977,central-3,Compute,CPUUtilization,567
2024-02-22,a_629278,central-3,Compute,InstanceHours,418
2024-02-22,a_629278,central-3,Compute,CPUUtilization,98
2024-02-22,a_817245,central-3,Compute,InstanceHours,515
2024-02-22,a_817245,central-3,Compute,CPUUtilization,529
2024-02-22,a_329536,central-3,Compute,InstanceHours,533
2024-02-22,a_329536,central-3,Compute,CPUUtilization,165
2024-02-22,a_288975,central-3,Compute,InstanceHours,318
2024-02-22,a_288975,central-3,Compute,CPUUtilization,725
2024-02-22,a_971809,central-3,Compute,InstanceHours,78
2024-02-22,a_971809,central-3,Compute,CPUUtilization,96
2024-02-22,a_896496,central-3,Compute,InstanceHours,284
2024-02-22,a_896496,central-3,Compute,CPUUtilization,102
2024-02-22,a_704515,central-3,Compute,InstanceHours,664
2024-02-22,a_704515,central-3,Compute,CPUUtilization,62
2024-02-22,a_137712,central-3,Compute,InstanceHours,51
2024-02-22,a_137712,central-3,Compute,CPUUtilization,763
2024-02-23,a_993046,north-1,Storage,DiskWriteOps,502
2024-02-23,a_993046,north-1,Storage,DiskReadOps,67
2024-02-23,a_371977,north-1,Storage,DiskWriteOps,419
2024-02-23,a_371977,north-1,Storage,DiskReadOps,306
2024-02-23,a_629278,north-1,Storage,DiskWriteOps,232
2024-02-23,a_629278,north-1,Storage,DiskReadOps,628
2024-02-23,a_817245,north-1,Storage,DiskWriteOps,364
2024-02-23,a_817245,north-1,Storage,DiskReadOps,319
2024-02-23,a_329536,north-1,Storage,DiskWriteOps,269
2024-02-23,a_329536,north-1,Storage,DiskReadOps,227
2024-02-23,a_288975,north-1,Storage,DiskWriteOps,769
2024-02-23,a_288975,north-1,Storage,DiskReadOps,442
2024-02-23,a_971809,north-1,Storage,DiskWriteOps,199
2024-02-23,a_971809,north-1,Storage,DiskReadOps,209
2024-02-23,a_896496,north-1,Storage,DiskWriteOps,391
2024-02-23,a_896496,north-1,Storage,DiskReadOps,453
2024-02-23,a_704515,north-1,Storage,DiskWriteOps,393
2024-02-23,a_704515,north-1,Storage,DiskReadOps,275
2024-02-23,a_137712,north-1,Storage,DiskWriteOps,486
2024-02-23,a_137712,north-1,Storage,DiskReadOps,110
2024-02-23,a_993046,north-1,Compute,InstanceHours,117
2024-02-23,a_993046,north-1,Compute,CPUUtilization,349
2024-02-23,a_371977,north-1,Compute,InstanceHours,69
2024-02-23,a_371977,north-1,Compute,CPUUtilization,427
2024-02-23,a_629278,north-1,Compute,InstanceHours,143
2024-02-23,a_629278,north-1,Compute,CPUUtilization,63
2024-02-23,a_817245,north-1,Compute,InstanceHours,104
2024-02-23,a_817245,north-1,Compute,CPUUtilization,535
2024-02-23,a_329536,north-1,Compute,InstanceHours,398
2024-02-23,a_329536,north-1,Compute,CPUUtilization,248
2024-02-23,a_288975,north-1,Compute,InstanceHours,70
2024-02-23,a_288975,north-1,Compute,CPUUtilization,332
2024-02-23,a_971809,north-1,Compute,InstanceHours,230
2024-02-23,a_971809,north-1,Compute,CPUUtilization,542
2024-02-23,a_896496,north-1,Compute,InstanceHours,360
2024-02-23,a_896496,north-1,Compute,CPUUtilization,7
2024-02-23,a_704515,north-1,Compute,InstanceHours,736
2024-02-23,a_704515,north-1,Compute,CPUUtilization,577
2024-02-23,a_137712,north-1,Compute,InstanceHours,459
2024-02-23,a_137712,north-1,Compute,CPUUtilization,452
2024-02-23,a_993046,east-2,Storage,DiskWriteOps,566
2024-02-23,a_993046,east-2,Storage,DiskReadOps,766
2024-02-23,a_371977,east-2,Storage,DiskWriteOps,537
2024-02-23,a_371977,east-2,Storage,DiskReadOps,644
2024-02-23,a_629278,east-2,Storage,DiskWriteOps,297
2024-02-23,a_629278,east-2,Storage,DiskReadOps,798
2024-02-23,a_817245,east-2,Storage,DiskWriteOps,71
2024-02-23,a_817245,east-2,Storage,DiskReadOps,756
2024-02-23,a_329536,east-2,Storage,DiskWriteOps,738
2024-02-23,a_329536,east-2,Storage,DiskReadOps,770
2024-02-23,a_288975,east-2,Storage,DiskWriteOps,401
2024-02-23,a_288975,east-2,Storage,DiskReadOps,327
2024-02-23,a_971809,east-2,Storage,DiskWriteOps,694
2024-02-23,a_971809,east-2,Storage,DiskReadOps,774
2024-02-23,a_896496,east-2,Storage,DiskWriteOps,328
2024-02-23,a_896496,east-2,Storage,DiskReadOps,391
2024-02-23,a_704515,east-2,Storage,DiskWriteOps,486
2024-02-23,a_704515,east-2,Storage,DiskReadOps,646
2024-02-23,a_137712,east-2,Storage,DiskWriteOps,678
2024-02-23,a_137712,east-2,Storage,DiskReadOps,316
2024-02-23,a_993046,east-2,Compute,InstanceHours,657
2024-02-23,a_993046,east-2,Compute,CPUUtilization,786
2024-02-23,a_371977,east-2,Compute,InstanceHours,95
2024-02-23,a_371977,east-2,Compute,CPUUtilization,797
2024-02-23,a_629278,east-2,Compute,InstanceHours,335
2024-02-23,a_629278,east-2,Compute,CPUUtilization,21
2024-02-23,a_817245,east-2,Compute,InstanceHours,113
2024-02-23,a_817245,east-2,Compute,CPUUtilization,426
2024-02-23,a_329536,east-2,Compute,InstanceHours,258
2024-02-23,a_329536,east-2,Compute,CPUUtilization,274
2024-02-23,a_288975,east-2,Compute,InstanceHours,419
2024-02-23,a_288975,east-2,Compute,CPUUtilization,107
2024-02-23,a_971809,east-2,Compute,InstanceHours,353
2024-02-23,a_971809,east-2,Compute,CPUUtilization,731
2024-02-23,a_896496,east-2,Compute,InstanceHours,326
2024-02-23,a_896496,east-2,Compute,CPUUtilization,776
2024-02-23,a_704515,east-2,Compute,InstanceHours,240
2024-02-23,a_704515,east-2,Compute,CPUUtilization,287
2024-02-23,a_137712,east-2,Compute,InstanceHours,514
2024-02-23,a_137712,east-2,Compute,CPUUtilization,748
2024-02-23,a_993046,west-1,Storage,DiskWriteOps,625
2024-02-23,a_993046,west-1,Storage,DiskReadOps,463
2024-02-23,a_371977,west-1,Storage,DiskWriteOps,768
2024-02-23,a_371977,west-1,Storage,DiskReadOps,355
2024-02-23,a_629278,west-1,Storage,DiskWriteOps,777
2024-02-23,a_629278,west-1,Storage,DiskReadOps,313
2024-02-23,a_817245,west-1,Storage,DiskWriteOps,7
2024-02-23,a_817245,west-1,Storage,DiskReadOps,120
2024-02-23,a_329536,west-1,Storage,DiskWriteOps,514
2024-02-23,a_329536,west-1,Storage,DiskReadOps,513
2024-02-23,a_288975,west-1,Storage,DiskWriteOps,548
2024-02-23,a_288975,west-1,Storage,DiskReadOps,62
2024-02-23,a_971809,west-1,Storage,DiskWriteOps,559
2024-02-23,a_971809,west-1,Storage,DiskReadOps,526
2024-02-23,a_896496,west-1,Storage,DiskWriteOps,245
2024-02-23,a_896496,west-1,Storage,DiskReadOps,331
2024-02-23,a_704515,west-1,Storage,DiskWriteOps,537
2024-02-23,a_704515,west-1,Storage,DiskReadOps,571
2024-02-23,a_137712,west-1,Storage,DiskWriteOps,233
2024-02-23,a_137712,west-1,Storage,DiskReadOps,709
2024-02-23,a_993046,west-1,Compute,InstanceHours,634
2024-02-23,a_993046,west-1,Compute,CPUUtilization,753
2024-02-23,a_371977,west-1,Compute,InstanceHours,220
2024-02-23,a_371977,west-1,Compute,CPUUtilization,583
2024-02-23,a_629278,west-1,Compute,InstanceHours,638
2024-02-23,a_629278,west-1,Compute,CPUUtilization,119
2024-02-23,a_817245,west-1,Compute,InstanceHours,131
2024-02-23,a_817245,west-1,Compute,CPUUtilization,358
2024-02-23,a_329536,west-1,Compute,InstanceHours,203
2024-02-23,a_329536,west-1,Compute,CPUUtilization,172
2024-02-23,a_288975,west-1,Compute,InstanceHours,701
2024-02-23,a_288975,west-1,Compute,CPUUtilization,546
2024-02-23,a_971809,west-1,Compute,InstanceHours,534
2024-02-23,a_971809,west-1,Compute,CPUUtilization,214
2024-02-23,a_896496,west-1,Compute,InstanceHours,578
2024-02-23,a_896496,west-1,Compute,CPUUtilization,442
2024-02-23,a_704515,west-1,Compute,InstanceHours,74
2024-02-23,a_704515,west-1,Compute,CPUUtilization,57
2024-02-23,a_137712,west-1,Compute,InstanceHours,326
2024-02-23,a_137712,west-1,Compute,CPUUtilization,584
2024-02-23,a_993046,central-3,Storage,DiskWriteOps,379
2024-02-23,a_993046,central-3,Storage,DiskReadOps,669
2024-02-23,a_371977,central-3,Storage,DiskWriteOps,758
2024-02-23,a_371977,central-3,Storage,DiskReadOps,631
2024-02-23,a_629278,central-3,Storage,DiskWriteOps,741
2024-02-23,a_629278,central-3,Storage,DiskReadOps,32
2024-02-23,a_817245,central-3,Storage,DiskWriteOps,298
2024-02-23,a_817245,central-3,Storage,DiskReadOps,13
2024-02-23,a_329536,central-3,Storage,DiskWriteOps,254
2024-02-23,a_329536,central-3,Storage,DiskReadOps,389
2024-02-23,a_288975,central-3,Storage,DiskWriteOps,595
2024-02-23,a_288975,central-3,Storage,DiskReadOps,713
2024-02-23,a_971809,central-3,Storage,DiskWriteOps,726
2024-02-23,a_971809,central-3,Storage,DiskReadOps,550
2024-02-23,a_896496,central-3,Storage,DiskWriteOps,339
2024-02-23,a_896496,central-3,Storage,DiskReadOps,598
2024-02-23,a_704515,central-3,Storage,DiskWriteOps,512
2024-02-23,a_704515,central-3,Storage,DiskReadOps,682
2024-02-23,a_137712,central-3,Storage,DiskWriteOps,33
2024-02-23,a_137712,central-3,Storage,DiskReadOps,197
2024-02-23,a_993046,central-3,Compute,InstanceHours,298
2024-02-23,a_993046,central-3,Compute,CPUUtilization,345
2024-02-23,a_371977,central-3,Compute,InstanceHours,460
2024-02-23,a_371977,central-3,Compute,CPUUtilization,453
2024-02-23,a_629278,central-3,Compute,InstanceHours,699
2024-02-23,a_629278,central-3,Compute,CPUUtilization,587
2024-02-23,a_817245,central-3,Compute,InstanceHours,634
2024-02-23,a_817245,central-3,Compute,CPUUtilization,616
2024-02-23,a_329536,central-3,Compute,InstanceHours,558
2024-02-23,a_329536,central-3,Compute,CPUUtilization,335
2024-02-23,a_288975,central-3,Compute,InstanceHours,635
2024-02-23,a_288975,central-3,Compute,CPUUtilization,611
2024-02-23,a_971809,central-3,Compute,InstanceHours,70
2024-02-23,a_971809,central-3,Compute,CPUUtilization,313
2024-02-23,a_896496,central-3,Compute,InstanceHours,715
2024-02-23,a_896496,central-3,Compute,CPUUtilization,26
2024-02-23,a_704515,central-3,Compute,InstanceHours,543
2024-02-23,a_704515,central-3,Compute,CPUUtilization,65
2024-02-23,a_137712,central-3,Compute,InstanceHours,592
2024-02-23,a_137712,central-3,Compute,CPUUtilization,463
2024-02-24,a_993046,north-1,Storage,DiskWriteOps,24
2024-02-24,a_993046,north-1,Storage,DiskReadOps,106
2024-02-24,a_371977,north-1,Storage,DiskWriteOps,329
2024-02-24,a_371977,north-1,Storage,DiskReadOps,133
2024-02-24,a_629278,north-1,Storage,DiskWriteOps,125
2024-02-24,a_629278,north-1,Storage,DiskReadOps,318
2024-02-24,a_817245,north-1,Storage,DiskWriteOps,381
2024-02-24,a_817245,north-1,Storage,DiskReadOps,611
2024-02-24,a_329536,north-1,Storage,DiskWriteOps,417
2024-02-24,a_329536,north-1,Storage,DiskReadOps,512
2024-02-24,a_288975,north-1,Storage,DiskWriteOps,270
2024-02-24,a_288975,north-1,Storage,DiskReadOps,702
2024-02-24,a_971809,north-1,Storage,DiskWriteOps,699
2024-02-24,a_971809,north-1,Storage,DiskReadOps,308
2024-02-24,a_896496,north-1,Storage,DiskWriteOps,409
2024-02-24,a_896496,north-1,Storage,DiskReadOps,380
2024-02-24,a_704515,north-1,Storage,DiskWriteOps,722
2024-02-24,a_704515,north-1,Storage,DiskReadOps,68
2024-02-24,a_137712,north-1,Storage,DiskWriteOps,604
2024-02-24,a_137712,north-1,Storage,DiskReadOps,448
2024-02-24,a_993046,north-1,Compute,InstanceHours,188
2024-02-24,a_993046,north-1,Compute,CPUUtilization,569
2024-02-24,a_371977,north-1,Compute,InstanceHours,224
2024-02-24,a_371977,north-1,Compute,CPUUtilization,329
2024-02-24,a_629278,north-1,Compute,InstanceHours,763
2024-02-24,a_629278,north-1,Compute,CPUUtilization,797
2024-02-24,a_817245,north-1,Compute,InstanceHours,590
2024-02-24,a_817245,north-1,Compute,CPUUtilization,230
2024-02-24,a_329536,north-1,Compute,InstanceHours,697
2024-02-24,a_329536,north-1,Compute,CPUUtilization,444
2024-02-24,a_288975,north-1,Compute,InstanceHours,397
2024-02-24,a_288975,north-1,Compute,CPUUtilization,388
2024-02-24,a_971809,north-1,Compute,InstanceHours,646
2024-02-24,a_971809,north-1,Compute,CPUUtilization,290
2024-02-24,a_896496,north-1,Compute,InstanceHours,62
2024-02-24,a_896496,north-1,Compute,CPUUtilization,219
2024-02-24,a_704515,north-1,Compute,InstanceHours,412
2024-02-24,a_704515,north-1,Compute,CPUUtilization,70
2024-02-24,a_137712,north-1,Compute,InstanceHours,104
2024-02-24,a_137712,north-1,Compute,CPUUtilization,601
2024-02-24,a_993046,east-2,Storage,DiskWriteOps,510
2024-02-24,a_993046,east-2,Storage,DiskReadOps,272
2024-02-24,a_371977,east-2,Storage,DiskWriteOps,69
2024-02-24,a_371977,east-2,Storage,DiskReadOps,624
2024-02-24,a_629278,east-2,Storage,DiskWriteOps,168
2024-02-24,a_629278,east-2,Storage,DiskReadOps,3
2024-02-24,a_817245,east-2,Storage,DiskWriteOps,393
2024-02-24,a_817245,east-2,Storage,DiskReadOps,463
2024-02-24,a_329536,east-2,Storage,DiskWriteOps,132
2024-02-24,a_329536,east-2,Storage,DiskReadOps,472
2024-02-24,a_288975,east-2,Storage,DiskWriteOps,597
2024-02-24,a_288975,east-2,Storage,DiskReadOps,325
2024-02-24,a_971809,east-2,Storage,DiskWriteOps,521
2024-02-24,a_971809,east-2,Storage,DiskReadOps,159
2024-02-24,a_896496,east-2,Storage,DiskWriteOps,336
2024-02-24,a_896496,east-2,Storage,DiskReadOps,146
2024-02-24,a_704515,east-2,Storage,DiskWriteOps,344
2024-02-24,a_704515,east-2,Storage,DiskReadOps,102
2024-02-24,a_137712,east-2,Storage,DiskWriteOps,309
2024-02-24,a_137712,east-2,Storage,DiskReadOps,684
2024-02-24,a_993046,east-2,Compute,InstanceHours,400
2024-02-24,a_993046,east-2,Compute,CPUUtilization,48
2024-02-24,a_371977,east-2,Compute,InstanceHours,484
2024-02-24,a_371977,east-2,Compute,CPUUtilization,267
2024-02-24,a_629278,east-2,Compute,InstanceHours,168
2024-02-24,a_629278,east-2,Compute,CPUUtilization,353
2024-02-24,a_817245,east-2,Compute,InstanceHours,317
2024-02-24,a_817245,east-2,Compute,CPUUtilization,320
2024-02-24,a_329536,east-2,Compute,InstanceHours,615
2024-02-24,a_329536,east-2,Compute,CPUUtilization,126
2024-02-24,a_288975,east-2,Compute,InstanceHours,583
2024-02-24,a_288975,east-2,Compute,CPUUtilization,314
2024-02-24,a_971809,east-2,Compute,InstanceHours,179
2024-02-24,a_971809,east-2,Compute,CPUUtilization,171
2024-02-24,a_896496,east-2,Compute,InstanceHours,365
2024-02-24,a_896496,east-2,Compute,CPUUtilization,343
2024-02-24,a_704515,east-2,Compute,InstanceHours,89
2024-02-24,a_704515,east-2,Compute,CPUUtilization,462
2024-02-24,a_137712,east-2,Compute,InstanceHours,306
2024-02-24,a_137712,east-2,Compute,CPUUtilization,183
2024-02-24,a_993046,west-1,Storage,DiskWriteOps,476
2024-02-24,a_993046,west-1,Storage,DiskReadOps,46
2024-02-24,a_371977,west-1,Storage,DiskWriteOps,648
2024-02-24,a_371977,west-1,Storage,DiskReadOps,546
2024-02-24,a_629278,west-1,Storage,DiskWriteOps,235
2024-02-24,a_629278,west-1,Storage,DiskReadOps,406
2024-02-24,a_817245,west-1,Storage,DiskWriteOps,247
2024-02-24,a_817245,west-1,Storage,DiskReadOps,734
2024-02-24,a_329536,west-1,Storage,DiskWriteOps,26
2024-02-24,a_329536,west-1,Storage,DiskReadOps,232
2024-02-24,a_288975,west-1,Storage,DiskWriteOps,138
2024-02-24,a_288975,west-1,Storage,DiskReadOps,489
2024-02-24,a_971809,west-1,Storage,DiskWriteOps,615
2024-02-24,a_971809,west-1,Storage,DiskReadOps,675
2024-02-24,a_896496,west-1,Storage,DiskWriteOps,705
2024-02-24,a_896496,west-1,Storage,DiskReadOps,111
2024-02-24,a_704515,west-1,Storage,DiskWriteOps,4
2024-02-24,a_704515,west-1,Storage,DiskReadOps,732
2024-02-24,a_137712,west-1,Storage,DiskWriteOps,459
2024-02-24,a_137712,west-1,Storage,DiskReadOps,213
2024-02-24,a_993046,west-1,Compute,InstanceHours,264
2024-02-24,a_993046,west-1,Compute,CPUUtilization,327
2024-02-24,a_371977,west-1,Compute,InstanceHours,757
2024-02-24,a_371977,west-1,Compute,CPUUtilization,183
2024-02-24,a_629278,west-1,Compute,InstanceHours,434
2024-02-24,a_629278,west-1,Compute,CPUUtilization,488
2024-02-24,a_817245,west-1,Compute,InstanceHours,573
2024-02-24,a_817245,west-1,Compute,CPUUtilization,519
2024-02-24,a_329536,west-1,Compute,InstanceHours,464
2024-02-24,a_329536,west-1,Compute,CPUUtilization,233
2024-02-24,a_288975,west-1,Compute,InstanceHours,438
2024-02-24,a_288975,west-1,Compute,CPUUtilization,123
2024-02-24,a_971809,west-1,Compute,InstanceHours,653
2024-02-24,a_971809,west-1,Compute,CPUUtilization,682
2024-02-24,a_896496,west-1,Compute,InstanceHours,788
2024-02-24,a_896496,west-1,Compute,CPUUtilization,635
2024-02-24,a_704515,west-1,Compute,InstanceHours,16
2024-02-24,a_704515,west-1,Compute,CPUUtilization,146
2024-02-24,a_137712,west-1,Compute,InstanceHours,576
2024-02-24,a_137712,west-1,Compute,CPUUtilization,457
2024-02-24,a_993046,central-3,Storage,DiskWriteOps,323
2024-02-24,a_993046,central-3,Storage,DiskReadOps,512
2024-02-24,a_371977,central-3,Storage,DiskWriteOps,108
2024-02-24,a_371977,central-3,Storage,DiskReadOps,379
2024-02-24,a_629278,central-3,Storage,DiskWriteOps,232
2024-02-24,a_629278,central-3,Storage,DiskReadOps,548
2024-02-24,a_817245,central-3,Storage,DiskWriteOps,196
2024-02-24,a_817245,central-3,Storage,DiskReadOps,421
2024-02-24,a_329536,central-3,Storage,DiskWriteOps,211
2024-02-24,a_329536,central-3,Storage,DiskReadOps,101
2024-02-24,a_288975,central-3,Storage,DiskWriteOps,159
2024-02-24,a_288975,central-3,Storage,DiskReadOps,45
2024-02-24,a_971809,central-3,Storage,DiskWriteOps,298
2024-02-24,a_971809,central-3,Storage,DiskReadOps,518
2024-02-24,a_896496,central-3,Storage,DiskWriteOps,5
2024-02-24,a_896496,central-3,Storage,DiskReadOps,734
2024-02-24,a_704515,central-3,Storage,DiskWriteOps,655
2024-02-24,a_704515,central-3,Storage,DiskReadOps,320
2024-02-24,a_137712,central-3,Storage,DiskWriteOps,92
2024-02-24,a_137712,central-3,Storage,DiskReadOps,59
2024-02-24,a_993046,central-3,Compute,InstanceHours,255
2024-02-24,a_993046,central-3,Compute,CPUUtilization,109
2024-02-24,a_371977,central-3,Compute,InstanceHours,188
2024-02-24,a_371977,central-3,Compute,CPUUtilization,499
2024-02-24,a_629278,central-3,Compute,InstanceHours,211
2024-02-24,a_629278,central-3,Compute,CPUUtilization,258
2024-02-24,a_817245,central-3,Compute,InstanceHours,100
2024-02-24,a_817245,central-3,Compute,CPUUtilization,534
2024-02-24,a_329536,central-3,Compute,InstanceHours,585
2024-02-24,a_329536,central-3,Compute,CPUUtilization,530
2024-02-24,a_288975,central-3,Compute,InstanceHours,652
2024-02-24,a_288975,central-3,Compute,CPUUtilization,381
2024-02-24,a_971809,central-3,Compute,InstanceHours,284
2024-02-24,a_971809,central-3,Compute,CPUUtilization,282
2024-02-24,a_896496,central-3,Compute,InstanceHours,366
2024-02-24,a_896496,central-3,Compute,CPUUtilization,544
2024-02-24,a_704515,central-3,Compute,InstanceHours,55
